𝠀 Signwriting Hand-Fist Index
𝠱 Signwriting Hand-Fist Index Thumb Hooked Middle Up
𝠲 Signwriting Hand-Fist Index Middle Conjoined Hinged Thumb Side
𝠳 Signwriting Hand-Fist Index Middle Crossed Thumb Side
𝠴 Signwriting Hand-Fist Index Middle Conjoined Thumb Forward
𝠵 Signwriting Hand-Fist Index Middle Conjoined Cupped Thumb Forward
𝠶 Signwriting Hand-Fist Middle Thumb Cupped Index Up
𝠷 Signwriting Hand-Fist Index Thumb Cupped Middle Up
𝠸 Signwriting Hand-Fist Middle Thumb Circled Index Up
𝠹 Signwriting Hand-Fist Middle Thumb Circled Index Hinged
𝠺 Signwriting Hand-Fist Index Thumb Angled Out Middle Up
𝠻 Signwriting Hand-Fist Index Thumb Angled In Middle Up
𝠼 Signwriting Hand-Fist Index Thumb Circled Middle Up
𝠽 Signwriting Hand-Fist Index Middle Thumb Conjoined Hinged
𝠾 Signwriting Hand-Fist Index Middle Thumb Angled Out
𝠿 Signwriting Hand-Fist Index Middle Thumb Angled
𝡀 Signwriting Hand-Fist Middle Thumb Angled Out Index Up
𝡁 Signwriting Hand-Fist Middle Thumb Angled Out Index Crossed
𝡂 Signwriting Hand-Fist Middle Thumb Angled Index Up
𝡃 Signwriting Hand-Fist Index Thumb Hooked Middle Hinged
𝡄 Signwriting Hand-Flat Four Fingers
𝡅 Signwriting Hand-Flat Four Fingers Bent
𝡆 Signwriting Hand-Flat Four Fingers Hinged
𝡇 Signwriting Hand-Flat Four Fingers Conjoined
𝡈 Signwriting Hand-Flat Four Fingers Conjoined Split
𝡉 Signwriting Hand-Claw Four Fingers Conjoined
𝡊 Signwriting Hand-Fist Four Fingers Conjoined Bent
𝡋 Signwriting Hand-Hinge Four Fingers Conjoined
𝡌 Signwriting Hand-Flat Five Fingers Spread
𝡍 Signwriting Hand-Flat Heel Five Fingers Spread
𝡎 Signwriting Hand-Flat Five Fingers Spread Four Bent
𝡏 Signwriting Hand-Flat Heel Five Fingers Spread Four Bent
𝡐 Signwriting Hand-Flat Five Fingers Spread Bent
𝡑 Signwriting Hand-Flat Heel Five Fingers Spread Bent
𝡒 Signwriting Hand-Flat Five Fingers Spread Thumb Forward
𝡓 Signwriting Hand-Cup Five Fingers Spread
𝡔 Signwriting Hand-Cup Five Fingers Spread Open
𝡕 Signwriting Hand-Hinge Five Fingers Spread Open
𝡖 Signwriting Hand-Oval Five Fingers Spread
𝡗 Signwriting Hand-Flat Five Fingers Spread Hinged
𝡘 Signwriting Hand-Flat Five Fingers Spread Hinged Thumb Side
𝡙 Signwriting Hand-Flat Five Fingers Spread Hinged No Thumb
𝡚 Signwriting Hand-Flat
𝡛 Signwriting Hand-Flat Between Palm Facings
𝡜 Signwriting Hand-Flat Heel
𝡝 Signwriting Hand-Flat Thumb Side
𝡞 Signwriting Hand-Flat Heel Thumb Side
𝡟 Signwriting Hand-Flat Thumb Bent
𝡠 Signwriting Hand-Flat Thumb Forward
𝡡 Signwriting Hand-Flat Split Index Thumb Side
𝡢 Signwriting Hand-Flat Split Centre
𝡣 Signwriting Hand-Flat Split Centre Thumb Side
𝡤 Signwriting Hand-Flat Split Centre Thumb Side Bent
𝡥 Signwriting Hand-Flat Split Little
𝡦 Signwriting Hand-Claw
𝡧 Signwriting Hand-Claw Thumb Side
𝡨 Signwriting Hand-Claw No Thumb
𝡩 Signwriting Hand-Claw Thumb Forward
𝡪 Signwriting Hand-Hook Curlicue
𝡫 Signwriting Hand-Hook
𝡬 Signwriting Hand-Cup Open
𝡭 Signwriting Hand-Cup
𝡮 Signwriting Hand-Cup Open Thumb Side
𝡯 Signwriting Hand-Cup Thumb Side
𝡰 Signwriting Hand-Cup Open No Thumb
𝡱 Signwriting Hand-Cup No Thumb
𝡲 Signwriting Hand-Cup Open Thumb Forward
𝡳 Signwriting Hand-Cup Thumb Forward
𝡴 Signwriting Hand-Curlicue Open
𝡵 Signwriting Hand-Curlicue
𝡶 Signwriting Hand-Circle
𝡷 Signwriting Hand-Oval
𝡸 Signwriting Hand-Oval Thumb Side
𝡹 Signwriting Hand-Oval No Thumb
𝡺 Signwriting Hand-Oval Thumb Forward
𝡻 Signwriting Hand-Hinge Open
𝡼 Signwriting Hand-Hinge Open Thumb Forward
𝡽 Signwriting Hand-Hinge
𝡾 Signwriting Hand-Hinge Small
𝡿 Signwriting Hand-Hinge Open Thumb Side
𝢀 Signwriting Hand-Hinge Thumb Side
𝢁 Signwriting Hand-Hinge Open No Thumb
𝢂 Signwriting Hand-Hinge No Thumb
𝢃 Signwriting Hand-Hinge Thumb Side Touching Index
𝢄 Signwriting Hand-Hinge Thumb Between Middle Ring
𝢅 Signwriting Hand-Angle
𝢆 Signwriting Hand-Fist Index Middle Ring
𝢇 Signwriting Hand-Circle Index Middle Ring
𝢈 Signwriting Hand-Hinge Index Middle Ring
𝢉 Signwriting Hand-Angle Index Middle Ring
𝢊 Signwriting Hand-Hinge Little
𝢋 Signwriting Hand-Fist Index Middle Ring Bent
𝢌 Signwriting Hand-Fist Index Middle Ring Conjoined
𝢍 Signwriting Hand-Hinge Index Middle Ring Conjoined
𝢎 Signwriting Hand-Fist Little Down
𝢏 Signwriting Hand-Fist Little Down Ripple Straight
𝢐 Signwriting Hand-Fist Little Down Ripple Curved
𝢑 Signwriting Hand-Fist Little Down Others Circled
𝢒 Signwriting Hand-Fist Little Up
𝢓 Signwriting Hand-Fist Thumb Under Little Up
𝢔 Signwriting Hand-Circle Little Up
𝢕 Signwriting Hand-Oval Little Up
𝢖 Signwriting Hand-Angle Little Up
𝢗 Signwriting Hand-Fist Little Raised Knuckle
𝢘 Signwriting Hand-Fist Little Bent
𝢙 Signwriting Hand-Fist Little Touches Thumb
𝢚 Signwriting Hand-Fist Little Thumb
𝢛 Signwriting Hand-Hinge Little Thumb
𝢜 Signwriting Hand-Fist Little Index Thumb
𝢝 Signwriting Hand-Hinge Little Index Thumb
𝢞 Signwriting Hand-Angle Little Index Thumb Index Thumb Out
𝢟 Signwriting Hand-Angle Little Index Thumb Index Thumb
𝢠 Signwriting Hand-Fist Little Index
𝢡 Signwriting Hand-Circle Little Index
𝢢 Signwriting Hand-Hinge Little Index
𝢣 Signwriting Hand-Angle Little Index
𝢤 Signwriting Hand-Fist Index Middle Little
𝢥 Signwriting Hand-Circle Index Middle Little
𝢦 Signwriting Hand-Hinge Index Middle Little
𝢧 Signwriting Hand-Hinge Ring
𝢨 Signwriting Hand-Angle Index Middle Little
𝢩 Signwriting Hand-Fist Index Middle Cross Little
𝢪 Signwriting Hand-Circle Index Middle Cross Little
𝢫 Signwriting Hand-Fist Ring Down
𝢬 Signwriting Hand-Hinge Ring Down Index Thumb Hook Middle
𝢭 Signwriting Hand-Angle Ring Down Middle Thumb Index Cross
𝢮 Signwriting Hand-Fist Ring Up
𝢯 Signwriting Hand-Fist Ring Raised Knuckle
𝢰 Signwriting Hand-Fist Ring Little
𝢱 Signwriting Hand-Circle Ring Little
𝢲 Signwriting Hand-Oval Ring Little
𝢳 Signwriting Hand-Angle Ring Little
𝢴 Signwriting Hand-Fist Ring Middle
𝢵 Signwriting Hand-Fist Ring Middle Conjoined
𝢶 Signwriting Hand-Fist Ring Middle Raised Knuckles
𝢷 Signwriting Hand-Fist Ring Index
𝢸 Signwriting Hand-Fist Ring Thumb
𝢹 Signwriting Hand-Hook Ring Thumb
𝢺 Signwriting Hand-Fist Index Ring Little
𝢻 Signwriting Hand-Circle Index Ring Little
𝢼 Signwriting Hand-Curlicue Index Ring Little On
𝢽 Signwriting Hand-Hook Index Ring Little Out
𝢾 Signwriting Hand-Hook Index Ring Little In
𝢿 Signwriting Hand-Hook Index Ring Little Under
𝣀 Signwriting Hand-Cup Index Ring Little
𝣁 Signwriting Hand-Hinge Index Ring Little
𝣂 Signwriting Hand-Angle Index Ring Little Out
𝣃 Signwriting Hand-Angle Index Ring Little
𝣄 Signwriting Hand-Fist Middle Down
𝣅 Signwriting Hand-Hinge Middle
𝣆 Signwriting Hand-Fist Middle Up
𝣇 Signwriting Hand-Circle Middle Up
𝣈 Signwriting Hand-Fist Middle Raised Knuckle
𝣉 Signwriting Hand-Fist Middle Up Thumb Side
𝣊 Signwriting Hand-Hook Middle Thumb
𝣋 Signwriting Hand-Fist Middle Thumb Little
𝣌 Signwriting Hand-Fist Middle Little
𝣍 Signwriting Hand-Fist Middle Ring Little
𝣎 Signwriting Hand-Circle Middle Ring Little
𝣏 Signwriting Hand-Curlicue Middle Ring Little On
𝣐 Signwriting Hand-Cup Middle Ring Little
𝣑 Signwriting Hand-Hinge Middle Ring Little
𝣒 Signwriting Hand-Angle Middle Ring Little Out
𝣓 Signwriting Hand-Angle Middle Ring Little In
𝣔 Signwriting Hand-Angle Middle Ring Little
𝣕 Signwriting Hand-Circle Middle Ring Little Bent
𝣖 Signwriting Hand-Claw Middle Ring Little Conjoined
𝣗 Signwriting Hand-Claw Middle Ring Little Conjoined Side
𝣘 Signwriting Hand-Hook Middle Ring Little Conjoined Out
𝣙 Signwriting Hand-Hook Middle Ring Little Conjoined In
𝣚 Signwriting Hand-Hook Middle Ring Little Conjoined
𝣛 Signwriting Hand-Hinge Index Hinged
𝣜 Signwriting Hand-Fist Index Thumb Side
𝣝 Signwriting Hand-Hinge Index Thumb Side
𝣞 Signwriting Hand-Fist Index Thumb Side Thumb Diagonal
𝣟 Signwriting Hand-Fist Index Thumb Side Thumb Conjoined
𝣠 Signwriting Hand-Fist Index Thumb Side Thumb Bent
𝣡 Signwriting Hand-Fist Index Thumb Side Index Bent
𝣢 Signwriting Hand-Fist Index Thumb Side Both Bent
𝣣 Signwriting Hand-Fist Index Thumb Side Index Hinge
𝣤 Signwriting Hand-Fist Index Thumb Forward Index Straight
𝣥 Signwriting Hand-Fist Index Thumb Forward Index Bent
𝣦 Signwriting Hand-Fist Index Thumb Hook
𝣧 Signwriting Hand-Fist Index Thumb Curlicue
𝣨 Signwriting Hand-Fist Index Thumb Curve Thumb Inside
𝣩 Signwriting Hand-Claw Index Thumb Curve Thumb Inside
𝣪 Signwriting Hand-Fist Index Thumb Curve Thumb Under
𝣫 Signwriting Hand-Fist Index Thumb Circle
𝣬 Signwriting Hand-Cup Index Thumb
𝣭 Signwriting Hand-Cup Index Thumb Open
𝣮 Signwriting Hand-Hinge Index Thumb Open
𝣯 Signwriting Hand-Hinge Index Thumb Large
𝣰 Signwriting Hand-Hinge Index Thumb
𝣱 Signwriting Hand-Hinge Index Thumb Small
𝣲 Signwriting Hand-Angle Index Thumb Out
𝣳 Signwriting Hand-Angle Index Thumb In
𝣴 Signwriting Hand-Angle Index Thumb
𝣵 Signwriting Hand-Fist Thumb
𝣶 Signwriting Hand-Fist Thumb Heel
𝣷 Signwriting Hand-Fist Thumb Side Diagonal
𝣸 Signwriting Hand-Fist Thumb Side Conjoined
𝣹 Signwriting Hand-Fist Thumb Side Bent
𝣺 Signwriting Hand-Fist Thumb Forward
𝣻 Signwriting Hand-Fist Thumb Between Index Middle
𝣼 Signwriting Hand-Fist Thumb Between Middle Ring
𝣽 Signwriting Hand-Fist Thumb Between Ring Little
𝣾 Signwriting Hand-Fist Thumb Under Two Fingers
𝣿 Signwriting Hand-Fist Thumb Over Two Fingers
𝤀 Signwriting Hand-Fist Thumb Under Three Fingers
𝤁 Signwriting Hand-Fist Thumb Under Four Fingers
𝤂 Signwriting Hand-Fist Thumb Over Four Raised Knuckles
𝤃 Signwriting Hand-Fist
𝤄 Signwriting Hand-Fist Heel
𝤅 Signwriting Touch Single
𝤆 Signwriting Touch Multiple
𝤇 Signwriting Touch Between
𝤈 Signwriting Grasp Single
𝤉 Signwriting Grasp Multiple
𝤊 Signwriting Grasp Between
𝤋 Signwriting Strike Single
𝤌 Signwriting Strike Multiple
𝤍 Signwriting Strike Between
𝤎 Signwriting Brush Single
𝤏 Signwriting Brush Multiple
𝤐 Signwriting Brush Between
𝤑 Signwriting Rub Single
𝤒 Signwriting Rub Multiple
𝤓 Signwriting Rub Between
𝤔 Signwriting Surface Symbols
𝤕 Signwriting Surface Between
𝤖 Signwriting Squeeze Large Single
𝤗 Signwriting Squeeze Small Single
𝤘 Signwriting Squeeze Large Multiple
𝤙 Signwriting Squeeze Small Multiple
𝤚 Signwriting Squeeze Sequential
𝤛 Signwriting Flick Large Single
𝤜 Signwriting Flick Small Single
𝤝 Signwriting Flick Large Multiple
𝤞 Signwriting Flick Small Multiple
𝤟 Signwriting Flick Sequential
𝤠 Signwriting Squeeze Flick Alternating
𝤡 Signwriting Movement-Hinge Up Down Large
𝤢 Signwriting Movement-Hinge Up Down Small
𝤣 Signwriting Movement-Hinge Up Sequential
𝤤 Signwriting Movement-Hinge Down Sequential
𝤥 Signwriting Movement-Hinge Up Down Alternating Large
𝤦 Signwriting Movement-Hinge Up Down Alternating Small
𝤧 Signwriting Movement-Hinge Side To Side Scissors
𝤨 Signwriting Movement-Wallplane Finger Contact
𝤩 Signwriting Movement-Floorplane Finger Contact
𝤪 Signwriting Movement-Wallplane Single Straight Small
𝤫 Signwriting Movement-Wallplane Single Straight Medium
𝤬 Signwriting Movement-Wallplane Single Straight Large
𝤭 Signwriting Movement-Wallplane Single Straight Largest
𝤮 Signwriting Movement-Wallplane Single Wrist Flex
𝤯 Signwriting Movement-Wallplane Double Straight
𝤰 Signwriting Movement-Wallplane Double Wrist Flex
𝤱 Signwriting Movement-Wallplane Double Alternating
𝤲 Signwriting Movement-Wallplane Double Alternating Wrist Flex
𝤳 Signwriting Movement-Wallplane Cross
𝤴 Signwriting Movement-Wallplane Triple Straight Movement
𝤵 Signwriting Movement-Wallplane Triple Wrist Flex
𝤶 Signwriting Movement-Wallplane Triple Alternating
𝤷 Signwriting Movement-Wallplane Triple Alternating Wrist Flex
𝤸 Signwriting Movement-Wallplane Bend Small
𝤹 Signwriting Movement-Wallplane Bend Medium
𝤺 Signwriting Movement-Wallplane Bend Large
𝤻 Signwriting Movement-Wallplane Corner Small
𝤼 Signwriting Movement-Wallplane Corner Medium
𝤽 Signwriting Movement-Wallplane Corner Large
𝤾 Signwriting Movement-Wallplane Corner Rotation
𝤿 Signwriting Movement-Wallplane Check Small
𝥀 Signwriting Movement-Wallplane Check Medium
𝥁 Signwriting Movement-Wallplane Check Large
𝥂 Signwriting Movement-Wallplane Box Small
𝥃 Signwriting Movement-Wallplane Box Medium
𝥄 Signwriting Movement-Wallplane Box Large
𝥅 Signwriting Movement-Wallplane Zigzag Small
𝥆 Signwriting Movement-Wallplane Zigzag Medium
𝥇 Signwriting Movement-Wallplane Zigzag Large
𝥈 Signwriting Movement-Wallplane Peaks Small
𝥉 Signwriting Movement-Wallplane Peaks Medium
𝥊 Signwriting Movement-Wallplane Peaks Large
𝥋 Signwriting Travel-Wallplane Rotation-Wallplane Single
𝥌 Signwriting Travel-Wallplane Rotation-Wallplane Double
𝥍 Signwriting Travel-Wallplane Rotation-Wallplane Alternating
𝥎 Signwriting Travel-Wallplane Rotation-Floorplane Single
𝥏 Signwriting Travel-Wallplane Rotation-Floorplane Double
𝥐 Signwriting Travel-Wallplane Rotation-Floorplane Alternating
𝥑 Signwriting Travel-Wallplane Shaking
𝥒 Signwriting Travel-Wallplane Arm Spiral Single
𝥓 Signwriting Travel-Wallplane Arm Spiral Double
𝥔 Signwriting Travel-Wallplane Arm Spiral Triple
𝥕 Signwriting Movement-Diagonal Away Small
𝥖 Signwriting Movement-Diagonal Away Medium
𝥗 Signwriting Movement-Diagonal Away Large
𝥘 Signwriting Movement-Diagonal Away Largest
𝥙 Signwriting Movement-Diagonal Towards Small
𝥚 Signwriting Movement-Diagonal Towards Medium
𝥛 Signwriting Movement-Diagonal Towards Large
𝥜 Signwriting Movement-Diagonal Towards Largest
𝥝 Signwriting Movement-Diagonal Between Away Small
𝥞 Signwriting Movement-Diagonal Between Away Medium
𝥟 Signwriting Movement-Diagonal Between Away Large
𝥠 Signwriting Movement-Diagonal Between Away Largest
𝥡 Signwriting Movement-Diagonal Between Towards Small
𝥢 Signwriting Movement-Diagonal Between Towards Medium
𝥣 Signwriting Movement-Diagonal Between Towards Large
𝥤 Signwriting Movement-Diagonal Between Towards Largest
𝥥 Signwriting Movement-Floorplane Single Straight Small
𝥦 Signwriting Movement-Floorplane Single Straight Medium
𝥧 Signwriting Movement-Floorplane Single Straight Large
𝥨 Signwriting Movement-Floorplane Single Straight Largest
𝥩 Signwriting Movement-Floorplane Single Wrist Flex
𝥪 Signwriting Movement-Floorplane Double Straight
𝥫 Signwriting Movement-Floorplane Double Wrist Flex
𝥬 Signwriting Movement-Floorplane Double Alternating
𝥭 Signwriting Movement-Floorplane Double Alternating Wrist Flex
𝥮 Signwriting Movement-Floorplane Cross
𝥯 Signwriting Movement-Floorplane Triple Straight Movement
𝥰 Signwriting Movement-Floorplane Triple Wrist Flex
𝥱 Signwriting Movement-Floorplane Triple Alternating Movement
𝥲 Signwriting Movement-Floorplane Triple Alternating Wrist Flex
𝥳 Signwriting Movement-Floorplane Bend
𝥴 Signwriting Movement-Floorplane Corner Small
𝥵 Signwriting Movement-Floorplane Corner Medium
𝥶 Signwriting Movement-Floorplane Corner Large
𝥷 Signwriting Movement-Floorplane Check
𝥸 Signwriting Movement-Floorplane Box Small
𝥹 Signwriting Movement-Floorplane Box Medium
𝥺 Signwriting Movement-Floorplane Box Large
𝥻 Signwriting Movement-Floorplane Zigzag Small
𝥼 Signwriting Movement-Floorplane Zigzag Medium
𝥽 Signwriting Movement-Floorplane Zigzag Large
𝥾 Signwriting Movement-Floorplane Peaks Small
𝥿 Signwriting Movement-Floorplane Peaks Medium
𝦀 Signwriting Movement-Floorplane Peaks Large
𝦁 Signwriting Travel-Floorplane Rotation-Floorplane Single
𝦂 Signwriting Travel-Floorplane Rotation-Floorplane Double
𝦃 Signwriting Travel-Floorplane Rotation-Floorplane Alternating
𝦄 Signwriting Travel-Floorplane Rotation-Wallplane Single
𝦅 Signwriting Travel-Floorplane Rotation-Wallplane Double
𝦆 Signwriting Travel-Floorplane Rotation-Wallplane Alternating
𝦇 Signwriting Travel-Floorplane Shaking
𝦈 Signwriting Movement-Wallplane Curve Quarter Small
𝦉 Signwriting Movement-Wallplane Curve Quarter Medium
𝦊 Signwriting Movement-Wallplane Curve Quarter Large
𝦋 Signwriting Movement-Wallplane Curve Quarter Largest
𝦌 Signwriting Movement-Wallplane Curve Half-Circle Small
𝦍 Signwriting Movement-Wallplane Curve Half-Circle Medium
𝦎 Signwriting Movement-Wallplane Curve Half-Circle Large
𝦏 Signwriting Movement-Wallplane Curve Half-Circle Largest
𝦐 Signwriting Movement-Wallplane Curve Three-Quarter Circle Small
𝦑 Signwriting Movement-Wallplane Curve Three-Quarter Circle Medium
𝦒 Signwriting Movement-Wallplane Hump Small
𝦓 Signwriting Movement-Wallplane Hump Medium
𝦔 Signwriting Movement-Wallplane Hump Large
𝦕 Signwriting Movement-Wallplane Loop Small
𝦖 Signwriting Movement-Wallplane Loop Medium
𝦗 Signwriting Movement-Wallplane Loop Large
𝦘 Signwriting Movement-Wallplane Loop Small Double
𝦙 Signwriting Movement-Wallplane Wave Curve Double Small
𝦚 Signwriting Movement-Wallplane Wave Curve Double Medium
𝦛 Signwriting Movement-Wallplane Wave Curve Double Large
𝦜 Signwriting Movement-Wallplane Wave Curve Triple Small
𝦝 Signwriting Movement-Wallplane Wave Curve Triple Medium
𝦞 Signwriting Movement-Wallplane Wave Curve Triple Large
𝦟 Signwriting Movement-Wallplane Curve Then Straight
𝦠 Signwriting Movement-Wallplane Curved Cross Small
𝦡 Signwriting Movement-Wallplane Curved Cross Medium
𝦢 Signwriting Rotation-Wallplane Single
𝦣 Signwriting Rotation-Wallplane Double
𝦤 Signwriting Rotation-Wallplane Alternate
𝦥 Signwriting Movement-Wallplane Shaking
𝦦 Signwriting Movement-Wallplane Curve Hitting Front Wall
𝦧 Signwriting Movement-Wallplane Hump Hitting Front Wall
𝦨 Signwriting Movement-Wallplane Loop Hitting Front Wall
𝦩 Signwriting Movement-Wallplane Wave Hitting Front Wall
𝦪 Signwriting Rotation-Wallplane Single Hitting Front Wall
𝦫 Signwriting Rotation-Wallplane Double Hitting Front Wall
𝦬 Signwriting Rotation-Wallplane Alternating Hitting Front Wall
𝦭 Signwriting Movement-Wallplane Curve Hitting Chest
𝦮 Signwriting Movement-Wallplane Hump Hitting Chest
𝦯 Signwriting Movement-Wallplane Loop Hitting Chest
𝦰 Signwriting Movement-Wallplane Wave Hitting Chest
𝦱 Signwriting Rotation-Wallplane Single Hitting Chest
𝦲 Signwriting Rotation-Wallplane Double Hitting Chest
𝦳 Signwriting Rotation-Wallplane Alternating Hitting Chest
𝦴 Signwriting Movement-Wallplane Wave Diagonal Path Small
𝦵 Signwriting Movement-Wallplane Wave Diagonal Path Medium
𝦶 Signwriting Movement-Wallplane Wave Diagonal Path Large
𝦷 Signwriting Movement-Floorplane Curve Hitting Ceiling Small
𝦸 Signwriting Movement-Floorplane Curve Hitting Ceiling Large
𝦹 Signwriting Movement-Floorplane Hump Hitting Ceiling Small Double
𝦺 Signwriting Movement-Floorplane Hump Hitting Ceiling Large Double
𝦻 Signwriting Movement-Floorplane Hump Hitting Ceiling Small Triple
𝦼 Signwriting Movement-Floorplane Hump Hitting Ceiling Large Triple
𝦽 Signwriting Movement-Floorplane Loop Hitting Ceiling Small Single
𝦾 Signwriting Movement-Floorplane Loop Hitting Ceiling Large Single
𝦿 Signwriting Movement-Floorplane Loop Hitting Ceiling Small Double
𝧀 Signwriting Movement-Floorplane Loop Hitting Ceiling Large Double
𝧁 Signwriting Movement-Floorplane Wave Hitting Ceiling Small
𝧂 Signwriting Movement-Floorplane Wave Hitting Ceiling Large
𝧃 Signwriting Rotation-Floorplane Single Hitting Ceiling
𝧄 Signwriting Rotation-Floorplane Double Hitting Ceiling
𝧅 Signwriting Rotation-Floorplane Alternating Hitting Ceiling
𝧆 Signwriting Movement-Floorplane Curve Hitting Floor Small
𝧇 Signwriting Movement-Floorplane Curve Hitting Floor Large
𝧈 Signwriting Movement-Floorplane Hump Hitting Floor Small Double
𝧉 Signwriting Movement-Floorplane Hump Hitting Floor Large Double
𝧊 Signwriting Movement-Floorplane Hump Hitting Floor Triple Small Triple
𝧋 Signwriting Movement-Floorplane Hump Hitting Floor Triple Large Triple
𝧌 Signwriting Movement-Floorplane Loop Hitting Floor Small Single
𝧍 Signwriting Movement-Floorplane Loop Hitting Floor Large Single
𝧎 Signwriting Movement-Floorplane Loop Hitting Floor Small Double
𝧏 Signwriting Movement-Floorplane Loop Hitting Floor Large Double
𝧐 Signwriting Movement-Floorplane Wave Hitting Floor Small
𝧑 Signwriting Movement-Floorplane Wave Hitting Floor Large
𝧒 Signwriting Rotation-Floorplane Single Hitting Floor
𝧓 Signwriting Rotation-Floorplane Double Hitting Floor
𝧔 Signwriting Rotation-Floorplane Alternating Hitting Floor
𝧕 Signwriting Movement-Floorplane Curve Small
𝧖 Signwriting Movement-Floorplane Curve Medium
𝧗 Signwriting Movement-Floorplane Curve Large
𝧘 Signwriting Movement-Floorplane Curve Largest
𝧙 Signwriting Movement-Floorplane Curve Combined
𝧚 Signwriting Movement-Floorplane Hump Small
𝧛 Signwriting Movement-Floorplane Loop Small
𝧜 Signwriting Movement-Floorplane Wave Snake
𝧝 Signwriting Movement-Floorplane Wave Small
𝧞 Signwriting Movement-Floorplane Wave Large
𝧟 Signwriting Rotation-Floorplane Single
𝧠 Signwriting Rotation-Floorplane Double
𝧡 Signwriting Rotation-Floorplane Alternating
𝧢 Signwriting Movement-Floorplane Shaking Parallel
𝧣 Signwriting Movement-Wallplane Arm Circle Small Single
𝧤 Signwriting Movement-Wallplane Arm Circle Medium Single
𝧥 Signwriting Movement-Wallplane Arm Circle Small Double
𝧦 Signwriting Movement-Wallplane Arm Circle Medium Double
𝧧 Signwriting Movement-Floorplane Arm Circle Hitting Wall Small Single
𝧨 Signwriting Movement-Floorplane Arm Circle Hitting Wall Medium Single
𝧩 Signwriting Movement-Floorplane Arm Circle Hitting Wall Large Single
𝧪 Signwriting Movement-Floorplane Arm Circle Hitting Wall Small Double
𝧫 Signwriting Movement-Floorplane Arm Circle Hitting Wall Medium Double
𝧬 Signwriting Movement-Floorplane Arm Circle Hitting Wall Large Double
𝧭 Signwriting Movement-Wallplane Wrist Circle Front Single
𝧮 Signwriting Movement-Wallplane Wrist Circle Front Double
𝧯 Signwriting Movement-Floorplane Wrist Circle Hitting Wall Single
𝧰 Signwriting Movement-Floorplane Wrist Circle Hitting Wall Double
𝧱 Signwriting Movement-Wallplane Finger Circles Single
𝧲 Signwriting Movement-Wallplane Finger Circles Double
𝧳 Signwriting Movement-Floorplane Finger Circles Hitting Wall Single
𝧴 Signwriting Movement-Floorplane Finger Circles Hitting Wall Double
𝧵 Signwriting Dynamic Arrowhead Small
𝧶 Signwriting Dynamic Arrowhead Large
𝧷 Signwriting Dynamic Fast
𝧸 Signwriting Dynamic Slow
