{ llave de apertura
🤛 izquierda, puño, puño hacia la izquierda
🤜 derecha, puño, puño hacia la derecha
👏 aplaudir, manos, manos aplaudiendo, palmas, señal
🙌 chocar, cinco, festejo, manos, manos levantadas celebrando
👐 abiertas, gesto, manos
🤲 oración, palmas hacia arriba juntas
🤝 acuerdo, apretón, apretón de manos, manos, reunión
🙏 favor, gracias, manos en oración, oración, orar, rezar
✍ escribir, mano, mano escribiendo
💅 esmalte, pintarse las uñas, uñas
🤳 selfi
💪 bíceps, cómic, flexionado, fuerte, músculo
🦾 accesibilidad, brazo mecánico, ortopedia, prótesis
🦿 accesibilidad, ortopedia, pierna mecánica, prótesis
🦵 pierna
🦶 patada, pie, pisotón
👂 cuerpo, oreja
🦻 accesibilidad, audífono, oreja con audífono, oreja con prótesis auditiva, prótesis auditiva, sordo
👃 cuerpo, nariz
🧠 cerebro, inteligente
🫀 cardiología, centro, latido, órgano, órgano cardíaco, pulso
🫁 pulmones
🦷 dentista, diente, molar, muela
🦴 hueso
👀 cara, ojos
👁 cuerpo, ojo
👅 cuerpo, lengua
👄 boca, cara, cuerpo, labios
👶 bebé, cara, persona
🧒 género neutro, género no especificado, infante, joven
👦 chico, joven, niño
👧 chica, joven, niña, Virgo, zodiaco
🧑 género neutro, género no especificado, persona adulta
👱 cara, persona, persona adulta rubia, rubio
👨 cara, hombre, persona, señor
🧔 barba, barbón, cara, hombre con barba, persona con barba
🧔‍♂ hombre: barba
👱‍♂ hombre, hombre: rubio, rubio
👩 cara, mujer, persona, señora
🧔‍♀ barba, mujer, mujer: barba
👱‍♀ mujer, mujer: rubia, rubia
🧓 adulto, género neutro, género no especificado, mayor, persona anciana
👴 adulto, anciano, hombre, hombre mayor
👵 adulta, anciana, mujer, mujer mayor
🙍 ceño fruncido, gesto, persona frunciendo el ceño
🙍‍♂ ceño, fruncido, gesto, hombre, hombre frunciendo el ceño
🙍‍♀ ceño fruncido, gesto, mujer, mujer frunciendo el ceño
🙎 enojada, gesto, persona enojada
🙎‍♂ enojado, gesto, hombre
🙎‍♀ enojada, gesto, mujer
🙅 alto, gesto, mano, persona haciendo el gesto de NO, prohibido
🙅‍♂ gesto, hombre, hombre haciendo el gesto de &quot;no&quot;, mano, prohibido
🙅‍♀ gesto, mano, mujer, mujer haciendo el gesto de &quot;no&quot;, prohibido
🙆 está bien, gesto, mano, OK, persona haciendo el gesto de OK
🙆‍♂ está bien, gesto, hombre, hombre haciendo el gesto de OK, mano, OK
🙆‍♀ está bien, gesto, mano, mujer, mujer haciendo el gesto de OK, OK
💁 ayuda, información, mano, persona, persona en mostrador de información
💁‍♂ empleado, empleado de mostrador de información, hombre, hombre en mostrador de información, información, mesa
💁‍♀ empleada, empleada de mostrador de información, información, mesa, mujer, mujer en mostrador de información
🙋 gesto, levantar, mano, persona, persona con la mano levantada
🙋‍♂ gesto, hombre, hombre con la mano levantada, levantar, mano
🙋‍♀ gesto, levantar, mano, mujer, mujer con la mano levantada
🧏 accesibilidad, escuchar, oído, oír, persona sorda, sordera
🧏‍♂ hombre, sordera, sordo
🧏‍♀ mujer, sorda, sordera
🙇 gesto, perdón, persona, persona haciendo una reverencia, reverencia
🙇‍♂ disculpa, gesto, hombre haciendo una reverencia, perdón, reverencia
🙇‍♀ disculpa, gesto, mujer haciendo una reverencia, perdón, reverencia
🤦 cara, exasperación, frente, incredulidad, palma, persona con la mano en la frente
🤦‍♂ exasperación, frente, hombre, hombre con la mano en la frente, incredulidad, palma
🤦‍♀ exasperación, frente, incredulidad, mujer, mujer con la mano en la frente, palma
🤷 duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros
🤷‍♂ duda, encogerse, hombre encogido de hombros, hombros, indiferencia
🤷‍♀ duda, encogerse, hombros, indiferencia, mujer encogida de hombros
🧑‍⚕ doctor, enfermero, médico, profesional sanitario, salud, terapeuta
👨‍⚕ doctor, enfermero, médico, profesional sanitario hombre
👩‍⚕ doctora, enfermera, médica, profesional sanitario mujer
🧑‍🎓 estudiante
👨‍🎓 estudiante, graduado, hombre, licenciado, universitario
👩‍🎓 estudiante, graduada, licenciada, mujer, universitaria
🧑‍🏫 docente, instructor, maestro, profesor
👨‍🏫 docente hombre, educador, hombre, instructor, maestro, profesor
👩‍🏫 docente mujer, educadora, instructora, maestra, mujer, profesora
🧑‍⚖ juez
👨‍⚖ fiscal hombre, hombre, juez, justicia, magistrado
👩‍⚖ fiscal mujer, juez mujer, jueza, justicia, magistrada, mujer
🧑‍🌾 cultivo, granja, profesional de la agricultura
👨‍🌾 agricultor, campo, granjero, hombre, labrador, profesional de la agricultura hombre
👩‍🌾 agricultora, campo, granjera, labradora, mujer, profesional de la agricultura mujer
🧑‍🍳 chef, cocina
👨‍🍳 chef, cocinero, hombre
👩‍🍳 chef, cocinera, mujer
🧑‍🔧 electricidad, plomería, profesional de la mecánica
👨‍🔧 electricista, fontanero, hombre, mecánico, operario, profesional de la mecánica hombre
👩‍🔧 electricista, fontanera, mecánica, mujer, operaria, profesional de la mecánica mujer
🧑‍🏭 fábrica, montaje, profesional industrial
👨‍🏭 fábrica, montaje, obrero, operario, profesional industrial hombre, trabajador
👩‍🏭 fábrica, montaje, obrera, operaria, profesional industrial mujer, trabajadora
🧑‍💼 arquitecto, director, ejecutivo, empresa, profesional
👨‍💼 director, ejecutivo, empresa, hombre, oficina, profesional
👩‍💼 directora, ejecutiva, empresa, mujer, oficina, profesional
🧑‍🔬 biología, ciencia, física, profesional de la ciencia, química
👨‍🔬 biólogo, científico, físico, hombre, profesional de la ciencia hombre, químico
👩‍🔬 bióloga, científica, física, mujer, profesional de la ciencia mujer, química
🧑‍💻 desarrollo tecnológico, informática, profesional de la tecnología, programción, software
👨‍💻 desarrollador, hombre, informático, profesional de la tecnología hombre, programador, tecnólogo
👩‍💻 desarrolladora, informática, mujer, profesional de la tecnología mujer, programadora, tecnóloga
🧑‍🎤 cantante
👨‍🎤 artista, cantante hombre, estrella, hombre, rock
👩‍🎤 artista, cantante mujer, estrella, mujer, rock
🧑‍🎨 artista
👨‍🎨 artista hombre, hombre, paleta, pintor, pinturas
👩‍🎨 artista mujer, mujer, paleta, pintora, pinturas
🧑‍✈ piloto
👨‍✈ avión, capitán, hombre, piloto, vuelo
👩‍✈ avión, capitana, mujer, piloto, vuelo
🧑‍🚀 astronauta
👨‍🚀 astronauta, cohete, espacio, hombre
👩‍🚀 astronauta, cohete, espacio, mujer
🧑‍🚒 bombero
👨‍🚒 bombero, bombero hombre
👩‍🚒 apagafuegos, bombera, bombera mujera, camión, manguera
👮 agente de policía, cara, oficial, persona, policía
👮‍♂ agente, agente de policía hombre, oficial hombre, policía
👮‍♀ agente, agente de policía mujer, oficial mujer, policía
🕵 agente, búsqueda, detective, espía, investigación, persona
🕵‍♂ agente, detective, espía, hombre, investigador
🕵‍♀ agente, detective, espía, investigadora, mujer
💂 cara, guardia, hombre, inglés, sombrero
💂‍♂ guardia hombre, hombre de guardia real, hombre de guardia real británica, hombre de la guardia real con sombrero, hombre vigilante
💂‍♀ guardia mujer, mujer de guardia real, mujer de la guardia real británica, mujer guardia real con sombrero, mujer vigilante
🥷 ninja
👷 construcción, hombre, obrero, obrero de construcción, profesional de la construcción, trabajador
👷‍♂ albañil, construcción, hombre, obrero, obrero de construcción, profesional de la construcción hombre, trabajador
👷‍♀ albañila, construcción, mujer, obrera, obrera de construcción, profesional de la construcción mujer, trabajadora
🤴 cuento, fantasía, príncipe
👸 cara, cuento, fantasía, persona, princesa, realeza
👳 cara, hombre, persona, persona con turbante, turbante
👳‍♂ hombre, hombre con turbante, turbante
👳‍♀ mujer, mujer con turbante, turbante
👲 gorro, gua pi mao, persona, persona con gorro chino, sombrero
🧕 hiyab, mujer con hiyab, pañuelo
🤵 esmoquin, novio, persona, persona con esmoquin
🤵‍♂ esmoquin, hombre, hombre con esmoquin, hombre con esmoquín
🤵‍♀ esmoquin, mujer, mujer con esmoquin
👰 boda, persona, persona con velo, velo
👰‍♂ boda, hombre, hombre con velo, novio, velo
👰‍♀ boda, mujer, mujer con velo, novia, velo
🤰 embarazada, embarazo, mujer
🤱 amamantar, bebé, dar pecho, lactancia materna, pecho
👩‍🍼 alimentar, amamantar, bebé, lactancia, mujer, mujer alimentando a bebé
👨‍🍼 alimentar, amamantar, bebé, hombre, hombre alimentando a bebé, lactancia
🧑‍🍼 alimentar, amamantar, bebé, lactancia, persona, persona alimentando a bebé
👼 ángel, bebé, cara, cara de ángel bebé, cuento
🎅 fiesta, Navidad, noel, papá, Papá Noel, santa, Santa Claus
🤶 Claus, fiesta, Mamá, Navidad, Noel, Señora
🧑‍🎄 Claus, Navidad, papá noel, Papá Noel, Santa
🦸 bien, héroe, heroína, superheroína, superpoder
🦸‍♂ superhéroe
🦸‍♀ mujer superheroína
🦹 delito, mal, superpoder, supervillano, villano
🦹‍♂ hombre supervillano
🦹‍♀ supervillana
🧙 bruja, brujo, hechicera, hechicero, persona maga
🧙‍♂ brujo, hechicero, mago
🧙‍♀ bruja, hechicera, maga
🧚 campanita, hada, oberón, puck, titania
🧚‍♂ hada, hada hombre, oberón, puck
🧚‍♀ campanilla, hada, hada mujer, titania
🧛 drácula, muerto viviente, vampiro
🧛‍♂ drácula, muerto viviente, vampiro, vampiro hombre
🧛‍♀ muerta viviente, vampiresa
🧜 persona sirena, sirena, sireno
🧜‍♂ sirena, sirena hombre, sireno, tritón
🧜‍♀ sirena, sirena mujer
🧝 elfo, mágico
🧝‍♂ elfo, elfo hombre, mágico
🧝‍♀ elfa, mágico, mujer
🧞 genio, lámpara
🧞‍♂ djinn, genio, genio hombre, lámpara
🧞‍♀ genio, genio mujer, lámpara
🧟 persona zombi
🧟‍♂ muerto viviente, zombi hombre
🧟‍♀ muerta viviente, zombi hombre, zombi mujer
💆 masaje, masaje facial, relax, salón, spa
💆‍♂ cara, facial, hombre recibiendo masaje, masaje, salón
💆‍♀ cara, facial, masaje, mujer recibiendo masaje, salón
💇 corte de pelo, peluquería, salón belleza
💇‍♂ corte de pelo, hombre, hombre cortándose el pelo, pelo, peluquería, salón
💇‍♀ corte de pelo, mujer, mujer cortándose el pelo, pelo, peluquería, peluquero
🚶 caminar, caminata, persona, persona caminando
🚶‍♂ andar, caminata, hombre, hombre caminando, marcha
🚶‍♀ andar, caminata, marcha, mujer, mujer caminando
🧍 de pie, levantada, levantado, levantarse, persona de pie
🧍‍♂ de pie, hombre, hombre de pie, levantado, levantarse
🧍‍♀ de pie, levantada, levantarse, mujer, mujer de pie
🧎 arrodillarse, persona de rodillas, rodilla
🧎‍♂ arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas
🧎‍♀ arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas
🧑‍🦯 Persona con bastón blanco
👨‍🦯 accesibilidad, ciego, hombre, hombre con bastón blanco, invidente
👩‍🦯 accesibilidad, ciega, invidente, mujer, mujer con bastón blanco
🧑‍🦼 accesibilidad, persona en silla de ruedas eléctrica, silla de ruedas
👨‍🦼 accesibilidad, hombre, hombre en silla de ruedas eléctrica, silla de ruedas
👩‍🦼 accesibilidad, mujer, mujer en silla de ruedas eléctrica, silla de ruedas
🧑‍🦽 persona en silla de ruedas manual
👨‍🦽 accesibilidad, hombre, hombre en silla de ruedas manual, silla de ruedas
👩‍🦽 accesibilidad, mujer, mujer en silla de ruedas manual, silla de ruedas
🏃 correr, deporte, deportista, maratón, persona, persona corriendo
🏃‍♂ carrera, correr, hombre, hombre corriendo, maratón
🏃‍♀ carrera, correr, maratón, mujer, mujer corriendo
💃 bailar, bailarín, bailarina, baile, flamenco, mujer bailando
🕺 bailar, baile, hombre, hombre bailando
🕴 negocio, persona, persona en traje levitando, pesona en traje levitando, traje
👯 bailando, fiesta, gente con orejas de conejo, orejas de conejo
👯‍♂ bailar, fiesta, hombre, hombres con orejas de conejo, orejas de conejo
👯‍♀ bailar, fiesta, mujer, mujeres con orejas de conejo, orejas de conejo
🧖 persona en sauna, persona en una sauna, sauna, vapor
🧖‍♂ hombre en sauna, hombre en una sauna, sauna, vapor
🧖‍♀ mujer en sauna, mujer en una sauna, sauna, vapor
🧗 alpinista, persona escalando
🧗‍♂ alpinista, escalador, hombre escalando
🧗‍♀ alpinista, escaladora, mujer escalando
🤺 deporte, esgrima, esgrimista, espada, persona
🏇 caballo, carrera, carrera de caballos, deporte, jinete
⛷ deporte, esquí, esquiador, nieve
🏂 deporte, nieve, persona en snowboard, snowboard, tabla
🏌 golf, pelota, persona jugando golf
🏌‍♂ golf, hombre, hombre jugando al golf, jugador
🏌‍♀ golf, jugadora, mujer, mujer jugando al golf
🏄 persona haciendo surf, surf, surfista
🏄‍♂ hombre, hombre haciendo surf, surf, surfero, surfista
🏄‍♀ mujer, mujer haciendo surf, surf, surfera, surfista
🚣 barca, bote, persona remando en un bote, remo
🚣‍♂ hombre remando
🚣‍♀ mujer remando
🏊 deporte, nadar, natación, persona nadando
🏊‍♂ hombre, hombre nadando, nadar, natación
🏊‍♀ mujer, mujer nadando, nadar, natación
⛹ balón, botar, pelota, persona botando un balón
⛹‍♂ balón, botar, hombre, hombre botando un balón, pelota
⛹‍♀ balón, botar, mujer, mujer botando un balón, pelota
🏋 deporte, persona levantando pesas, pesas
🏋‍♂ halterofilia, hombre, hombre levantando pesas, levantador de pesas, pesas
🏋‍♀ halterofilia, levantadora de pesas, mujer, mujer levantando pesas, pesas
🚴 bicicleta, ciclismo, ciclista, persona en bicicleta
🚴‍♂ bicicleta, ciclismo, ciclista, hombre, hombre en bicicleta
🚴‍♀ bicicleta, ciclismo, ciclista, mujer, mujer en bicicleta
🚵 bicicleta, ciclismo de montaña, ciclista, montaña, persona en bicicleta de montaña
🚵‍♂ bicicleta, ciclista, hombre en bicicleta de montaña, montaña, mountain bike
🚵‍♀ bicicleta, ciclista, montaña, mountain bike, mujer en bicicleta de montaña
🤸 deporte, gimnasia, persona, persona haciendo voltereta lateral, pirueta, voletereta lateral
🤸‍♂ hombre haciendo una vuelta de carro
🤸‍♀ mujer haciendo una vuelta de carro
